condo_name,district,top_year,km_mrt,x_coord,y_coord,median_rent,refPeriod,region,ref_year,condo_age,mrt_dist
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,4.84,2017Q2,CCR,2017,5,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.26,2015Q3,CCR,2015,3,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.11,2016Q4,CCR,2016,4,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,4.96,2017Q4,CCR,2017,5,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,4.86,2017Q3,CCR,2017,5,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.2,2017Q1,CCR,2017,5,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.28,2015Q4,CCR,2015,3,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.16,2016Q1,CCR,2016,4,0.32
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,5.13,2016Q3,CCR,2016,4,0.32
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.34,2015Q2,CCR,2015,9,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.23,2016Q2,CCR,2016,10,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.09,2017Q2,CCR,2017,11,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.29,2015Q3,CCR,2015,9,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,4.7,2016Q4,CCR,2016,10,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.05,2017Q3,CCR,2017,11,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.23,2015Q4,CCR,2015,9,0.52
URBANA,09,2007,0.55 - SOMERSET,28579.03349874,30860.070436809998,5.34,2016Q1,CCR,2016,10,0.52
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,6.13,2015Q2,CCR,2015,7,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,6.33,2015Q1,CCR,2015,7,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.24,2016Q2,CCR,2016,8,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.01,2017Q2,CCR,2017,9,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.73,2015Q3,CCR,2015,7,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,4.94,2016Q4,CCR,2016,8,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.34,2017Q4,CCR,2017,9,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.32,2017Q3,CCR,2017,9,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.53,2016Q1,CCR,2016,8,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.58,2015Q4,CCR,2015,7,0.4
VIDA,09,2009,0.42 - NEWTON,28670.766465149998,32323.801404619997,5.34,2016Q3,CCR,2016,8,0.4
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,4.14,2015Q1,CCR,2015,6,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,4.01,2015Q2,CCR,2015,6,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,3.85,2016Q2,CCR,2016,7,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,4.31,2015Q3,CCR,2015,6,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,3.86,2016Q4,CCR,2016,7,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,3.75,2017Q2,CCR,2017,8,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,3.54,2017Q3,CCR,2017,8,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,3.86,2017Q1,CCR,2017,8,0.56
WATERFORD RESIDENCE,09,2010,0.57 - FORT CANNING,28677.883306980002,30717.88153138,4.05,2016Q1,CCR,2016,7,0.56
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,4.28,2015Q1,CCR,2015,2,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,4,2015Q2,CCR,2015,2,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,4.65,2016Q1,CCR,2016,3,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,4.02,2016Q2,CCR,2016,3,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,3.47,2017Q4,CCR,2017,4,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,3.8,2016Q4,CCR,2016,3,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,3.8,2017Q2,CCR,2017,4,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,3.74,2017Q3,CCR,2017,4,0.43
WATERSCAPE AT CAVENAGH,09,2014,0.56 - SOMERSET,28826.05980324,31815.82796702,3.95,2017Q1,CCR,2017,4,0.43
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.83,2015Q1,CCR,2015,30,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,4,2015Q2,CCR,2015,30,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.28,2016Q1,CCR,2016,31,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.67,2015Q3,CCR,2015,30,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.52,2017Q4,CCR,2017,32,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.31,2016Q4,CCR,2016,31,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.29,2016Q3,CCR,2016,31,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.34,2017Q3,CCR,2017,32,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.69,2015Q4,CCR,2015,30,0.7
YONG AN PARK,09,1986,0.62 - SOMERSET,28091.20738757,30859.96773648,3.32,2017Q1,CCR,2017,32,0.7
ALLSWORTH PARK,10,1985,0.95 - DOVER,22134.35684935,33581.59768671999,3.03,2015Q1,CCR,2015,31,0.95
ALLSWORTH PARK,10,1985,0.95 - DOVER,22134.35684935,33581.59768671999,3,2015Q3,CCR,2015,31,0.95
ALLSWORTH PARK,10,1985,0.95 - DOVER,22134.35684935,33581.59768671999,2.72,2017Q3,CCR,2017,33,0.95
ALLSWORTH PARK,10,1985,0.95 - DOVER,22134.35684935,33581.59768671999,2.52,2016Q2,CCR,2016,32,0.95
ALLSWORTH PARK,10,1985,0.95 - DOVER,22134.35684935,33581.59768671999,2.59,2016Q3,CCR,2016,32,0.95
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.94,2015Q2,CCR,2015,6,0.64
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.94,2015Q1,CCR,2015,6,0.64
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.89,2015Q3,CCR,2015,6,0.64
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.52,2017Q2,CCR,2017,8,0.64
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.45,2017Q4,CCR,2017,8,0.64
ARDMORE II,10,2010,0.73 - ORCHARD,27465.6224849,32382.28193002,4.5,2016Q3,CCR,2016,7,0.64
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.33,2015Q2,CCR,2015,15,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.58,2015Q1,CCR,2015,15,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.42,2015Q3,CCR,2015,15,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.06,2017Q1,CCR,2017,17,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.11,2016Q4,CCR,2016,16,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.42,2016Q1,CCR,2016,16,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.24,2017Q2,CCR,2017,17,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.06,2017Q3,CCR,2017,17,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.17,2016Q2,CCR,2016,16,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,4.88,2017Q4,CCR,2017,17,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.21,2015Q4,CCR,2015,15,0.71
ARDMORE PARK,10,2001,0.71 - ORCHARD,27565.900163020004,32530.341901660002,5.17,2016Q3,CCR,2016,16,0.71
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.52,2015Q2,CCR,2015,26,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.77,2015Q3,CCR,2015,26,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.98,2015Q1,CCR,2015,26,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.13,2016Q1,CCR,2016,27,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.33,2017Q2,CCR,2017,28,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.42,2017Q3,CCR,2017,28,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.33,2016Q2,CCR,2016,27,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.15,2017Q4,CCR,2017,28,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.25,2015Q4,CCR,2015,26,0.88
ASTRID MEADOWS,10,1990,0.7 - HOLLAND VILLAGE,23838.336669340002,33498.24638153,3.61,2016Q3,CCR,2016,27,0.88
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.84,2015Q2,CCR,2015,12,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,4.11,2015Q3,CCR,2015,12,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.78,2015Q1,CCR,2015,12,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.53,2017Q1,CCR,2017,14,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.72,2016Q2,CCR,2016,13,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.54,2016Q1,CCR,2016,13,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.91,2016Q4,CCR,2016,13,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.52,2017Q4,CCR,2017,14,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.77,2015Q4,CCR,2015,12,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.54,2016Q3,CCR,2016,13,0.79
BELMOND GREEN,10,2004,0.77 - NEWTON,27802.79212812,33143.777069020005,3.46,2017Q2,CCR,2017,14,0.79
BOTANIC GARDENS VIEW,10,1970,1.5 - STEVENS,26388.341597169998,32350.97818573,2.63,2016Q2,CCR,2016,47,1.48
BOTANIC GARDENS VIEW,10,1970,1.5 - STEVENS,26388.341597169998,32350.97818573,2.52,2017Q1,CCR,2017,48,1.48
BOTANIC GARDENS VIEW,10,1970,1.5 - STEVENS,26388.341597169998,32350.97818573,2.45,2017Q2,CCR,2017,48,1.48
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.32,2015Q2,CCR,2015,5,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.62,2015Q3,CCR,2015,5,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.52,2015Q1,CCR,2015,5,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.28,2017Q2,CCR,2017,7,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.19,2017Q1,CCR,2017,7,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.44,2017Q3,CCR,2017,7,0.73
CLIVEDEN AT GRANGE,10,2011,0.79 - ORCHARD,27255.38162206,31325.358797729998,4.31,2016Q3,CCR,2016,6,0.73
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.81,2015Q2,CCR,2015,14,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.53,2015Q3,CCR,2015,14,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.65,2015Q1,CCR,2015,14,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,3.82,2017Q2,CCR,2017,16,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,3.93,2017Q1,CCR,2017,16,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,3.82,2017Q3,CCR,2017,16,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.26,2016Q3,CCR,2016,15,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.14,2016Q4,CCR,2016,15,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,3.77,2017Q4,CCR,2017,16,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.89,2015Q4,CCR,2015,14,0.59
CUSCADEN RESIDENCES,10,2002,0.61 - ORCHARD,27267.96103107,31924.4256116,4.5,2016Q2,CCR,2016,15,0.59
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.45,2015Q3,CCR,2015,2,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.4,2015Q1,CCR,2015,2,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.06,2017Q2,CCR,2017,4,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.65,2015Q4,CCR,2015,2,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.1,2017Q1,CCR,2017,4,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.21,2017Q3,CCR,2017,4,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.15,2016Q3,CCR,2016,3,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.09,2017Q4,CCR,2017,4,0.57
CYAN,10,2014,0.53 - STEVENS,27665.1409745,33385.05103723,4.06,2016Q4,CCR,2016,3,0.57
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.2,2015Q2,CCR,2015,17,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.24,2015Q3,CCR,2015,17,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.74,2015Q1,CCR,2015,17,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.2,2016Q1,CCR,2016,18,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.14,2017Q2,CCR,2017,19,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.27,2016Q3,CCR,2016,18,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.07,2017Q4,CCR,2017,19,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.15,2015Q4,CCR,2015,17,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.27,2017Q1,CCR,2017,19,0.56
DUCHESS CREST,10,1999,0.5 - TAN KAH KEE,24612.4146,34058.6435,3.12,2016Q2,CCR,2016,18,0.56
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.42,2015Q2,CCR,2015,5,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.57,2015Q3,CCR,2015,5,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.37,2017Q2,CCR,2017,7,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.07,2017Q3,CCR,2017,7,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.42,2016Q3,CCR,2016,6,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.5,2016Q2,CCR,2016,6,0.7
DUCHESS RESIDENCES,10,2011,0.75 - TAN KAH KEE,24466.30107365,34076.75377732,3.38,2016Q4,CCR,2016,6,0.7
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,4.1,2015Q1,CCR,2015,22,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,4.24,2015Q2,CCR,2015,22,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,4.16,2015Q3,CCR,2015,22,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.98,2016Q1,CCR,2016,23,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.94,2017Q1,CCR,2017,24,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.89,2016Q4,CCR,2016,23,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.98,2016Q3,CCR,2016,23,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.76,2017Q4,CCR,2017,24,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,4,2017Q3,CCR,2017,24,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.92,2015Q4,CCR,2015,22,0.48
FOUR SEASONS PARK,10,1994,0.38 - ORCHARD,27383.664508820002,31808.8909969,3.98,2017Q2,CCR,2017,24,0.48
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.67,2015Q1,CCR,2015,19,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.72,2015Q3,CCR,2015,19,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.3,2016Q1,CCR,2016,20,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.32,2017Q1,CCR,2017,21,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.56,2016Q4,CCR,2016,20,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.67,2016Q3,CCR,2016,20,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.55,2017Q4,CCR,2017,21,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.51,2017Q3,CCR,2017,21,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.73,2015Q4,CCR,2015,19,0.33
GALLOP GABLES,10,1997,0.16 - FARRER ROAD,25158.2650623,32977.64378641,3.64,2017Q2,CCR,2017,21,0.33
GLENTREES,10,2005,0.92 - DOVER,22659.70374646,33225.16882945,4.28,2015Q1,CCR,2015,11,0.95
GLENTREES,10,2005,0.92 - DOVER,22659.70374646,33225.16882945,3.83,2015Q3,CCR,2015,11,0.95
GLENTREES,10,2005,0.92 - DOVER,22659.70374646,33225.16882945,3.7,2017Q3,CCR,2017,13,0.95
GLENTREES,10,2005,0.92 - DOVER,22659.70374646,33225.16882945,3.79,2016Q3,CCR,2016,12,0.95
GLENTREES,10,2005,0.92 - DOVER,22659.70374646,33225.16882945,3.98,2015Q4,CCR,2015,11,0.95
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,4.67,2015Q3,CCR,2015,3,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,4.78,2016Q1,CCR,2016,4,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,4.62,2017Q4,CCR,2017,5,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,5.12,2017Q3,CCR,2017,5,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,4.65,2016Q2,CCR,2016,4,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,5.02,2016Q3,CCR,2016,4,0.26
GOODWOOD RESIDENCE,10,2013,0.42 - NEWTON,28290.64301597,32926.882422740004,4.98,2017Q2,CCR,2017,5,0.26
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,5.35,2015Q3,CCR,2015,12,1.05
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,4.76,2016Q1,CCR,2016,13,1.05
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,4.68,2017Q3,CCR,2017,14,1.05
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,4.52,2016Q2,CCR,2016,13,1.05
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,4.55,2016Q3,CCR,2016,13,1.05
GRANGE RESIDENCES,10,2004,0.98 - ORCHARD,26808.27641426,31851.48967242,5.45,2015Q4,CCR,2015,12,1.05
HOLLAND PEAK,10,1994,0.64 - HOLLAND VILLAGE,24492.379847869997,32330.19513807,2.66,2015Q1,CCR,2015,22,0.69
HOLLAND PEAK,10,1994,0.64 - HOLLAND VILLAGE,24492.379847869997,32330.19513807,2.5,2015Q3,CCR,2015,22,0.69
HOLLAND PEAK,10,1994,0.64 - HOLLAND VILLAGE,24492.379847869997,32330.19513807,2.5,2017Q2,CCR,2017,24,0.69
HOLLAND PEAK,10,1994,0.64 - HOLLAND VILLAGE,24492.379847869997,32330.19513807,2.32,2017Q3,CCR,2017,24,0.69
HOLLAND PEAK,10,1994,0.64 - HOLLAND VILLAGE,24492.379847869997,32330.19513807,2.57,2016Q3,CCR,2016,23,0.69
JERVOIS LODGE,10,1997,0.89 - REDHILL,26857.5142871,30717.224515899998,3.43,2015Q2,CCR,2015,19,0.82
JERVOIS LODGE,10,1997,0.89 - REDHILL,26857.5142871,30717.224515899998,2.96,2017Q2,CCR,2017,21,0.82
JERVOIS LODGE,10,1997,0.89 - REDHILL,26857.5142871,30717.224515899998,3.06,2017Q3,CCR,2017,21,0.82
JERVOIS LODGE,10,1997,0.89 - REDHILL,26857.5142871,30717.224515899998,3.13,2016Q1,CCR,2016,20,0.82
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.57,2015Q3,CCR,2015,16,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,4.09,2015Q2,CCR,2015,16,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.53,2017Q2,CCR,2017,18,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.43,2016Q4,CCR,2016,17,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.35,2017Q1,CCR,2017,18,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.42,2017Q4,CCR,2017,18,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.41,2016Q3,CCR,2016,17,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.42,2017Q3,CCR,2017,18,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.78,2016Q2,CCR,2016,17,0.83
MELROSE PARK,10,2000,0.89 - TIONG BAHRU,27670.66562273,30632.28964196,3.68,2015Q4,CCR,2015,16,0.83
MONTVIEW,10,2008,0.6 - DOVER,21780.261517439998,33291.55631416,3.39,2015Q3,CCR,2015,8,0.64
NOUVEL 18,10,2014,0.93 - ORCHARD,27428.76130042,32627.53875203,5.56,2017Q3,CCR,2017,4,0.86
NOUVEL 18,10,2014,0.93 - ORCHARD,27428.76130042,32627.53875203,5.11,2017Q4,CCR,2017,4,0.86
ONE JERVOIS,10,2009,0.76 - TIONG BAHRU,27136.63415845,30598.000962799997,4.35,2015Q2,CCR,2015,7,0.76
ONE JERVOIS,10,2009,0.76 - TIONG BAHRU,27136.63415845,30598.000962799997,4.18,2015Q1,CCR,2015,7,0.76
ONE JERVOIS,10,2009,0.76 - TIONG BAHRU,27136.63415845,30598.000962799997,3.82,2017Q2,CCR,2017,9,0.76
